case_num,derm,concept_label,attribution,predicted_class
581,NAL/Nal047.jpg,1,0.05121942609548569,MEL
583,NAL/Nal073.jpg,1,0.03682129457592964,MEL
586,NAL/Nal080.jpg,0,0.008646033704280853,MEL
587,NAL/Nal082.jpg,0,0.0014886008575558662,MEL
589,NAL/Nal088.jpg,1,0.004575238097459078,MEL
590,NAL/Nal090.jpg,1,0.01927429996430874,MEL
591,NAL/Nal052.jpg,0,0.011146179400384426,MEL
593,NBL/Nbl001.jpg,0,0.01988004520535469,MEL
594,NBL/Nbl007.jpg,0,0.004659717902541161,MEL
596,NBL/Nbl013.jpg,1,0.021881408989429474,MEL
598,NBL/Nbl022.jpg,1,0.05306301265954971,MEL
599,NBL/Nbl025.jpg,1,0.012893510982394218,MEL
600,NBL/Nbl031.jpg,0,0.013107018545269966,MEL
601,NFL/Nfl054.jpg,0,0.005676138214766979,MEL
602,NGL/Ngl002.jpg,0,0.028779909014701843,MEL
604,NGL/Ngl062.jpg,1,0.02177794836461544,MEL
609,NIL/Nil080.jpg,0,0.009030874818563461,MEL
610,NIL/Nil084.jpg,0,0.024396706372499466,MEL
614,Gzl/gzl28.jpg,0,0.03548140823841095,MEL
619,FBL/Fbl028.jpg,0,0.01336195319890976,MEL
620,FCL/Fcl022.jpg,0,0.011655067093670368,MEL
626,FDL/Fdl014.jpg,1,0.015770651400089264,MEL
631,Ggl/Ggl068.jpg,1,0.012908504344522953,MEL
632,Fll/Fll085.jpg,1,0.004110966809093952,MEL
634,Fgl/Fgl029.jpg,0,0.010185515508055687,MEL
635,Fgl/Fgl057.jpg,1,0.03168144077062607,MEL
637,Fll/Fll122.jpg,1,0.039618119597435,MEL
638,Fil/Fil052.jpg,0,0.01014538574963808,MEL
640,New/newl053.jpg,0,0.012500002048909664,MEL
641,NAL/Nal005.jpg,1,0.03686034679412842,MEL
645,NAL/Nal035.jpg,1,0.02836889773607254,MEL
647,NAL/Nal057.jpg,0,0.028614893555641174,MEL
649,NAL/Nal064.jpg,1,0.03819091245532036,MEL
650,NAL/Nal070.jpg,1,0.023570213466882706,MEL
653,NAL/nal095.jpg,1,0.005017378367483616,MEL
654,NAL/Nal097.jpg,0,0.035518065094947815,MEL
655,NBL/Nbl004.jpg,1,0.039376046508550644,MEL
657,NBL/Nbl017.jpg,1,0.026531308889389038,MEL
659,NBL/Nbl028.jpg,1,0.010973397642374039,MEL
661,NBL/Nbl034.jpg,1,0.033381760120391846,MEL
663,NFL/nfl070.jpg,0,0.009947972372174263,MEL
664,NFL/nfl072.jpg,0,0.006383344065397978,MEL
665,NGL/Ngl008.jpg,1,0.043529000133275986,MEL
667,NGL/Ngl017.jpg,1,0.03640143200755119,MEL
672,NGL/Ngl055.jpg,1,0.023253291845321655,MEL
673,NGL/Ngl064.jpg,0,0.011286589317023754,MEL
677,NIL/Nil076.jpg,0,0.009871752932667732,MEL
683,NLL/Nll002.jpg,0,0.009971193969249725,MEL
685,NML/Nml022.jpg,0,0.01579350419342518,MEL
686,NML/Nml077.jpg,0,0.004292361903935671,MEL
689,Adl/Adl313.jpg,1,0.010317914187908173,MEL
690,Ael/Ael490.jpg,0,0.011949773877859116,MEL
692,Ael/Ael504.jpg,0,0.014003297314047813,MEL
696,Gzl/gzl50.jpg,0,0.010112786665558815,MEL
698,Gal/Gal113.jpg,1,0.009071805514395237,MEL
699,Gal/Gal146.jpg,1,0.015562248416244984,MEL
700,Gal/Gal257.jpg,1,0.012656696140766144,MEL
701,Gal/Gal211.jpg,1,0.032840896397829056,MEL
702,FAL/FAL066.JPG,1,0.045677728950977325,MEL
705,FBL/Fbl050.jpg,0,0.03705349564552307,MEL
710,FCL/Fcl060.jpg,1,0.007276812568306923,MEL
711,Fll/Fll045.jpg,1,0.02524055540561676,MEL
712,FCL/Fcl100.jpg,1,0.022733356803655624,MEL
717,Fll/Fll071.jpg,1,0.010903866961598396,MEL
720,Gcl/Gcl094.jpg,1,0.007913515903055668,MEL
722,Gdl/Gdl021.jpg,1,0.018737005069851875,MEL
726,Fll/Fll097.jpg,1,0.033190611749887466,MEL
727,Fgl/Fgl082.jpg,0,0.017348622903227806,MEL
728,Fgl/Fgl083.jpg,0,0.012918133288621902,MEL
730,Fll/Fll108.jpg,1,0.025905286893248558,MEL
731,Fil/Fil006.jpg,1,0.029417449608445168,MEL
732,Fll/Fll116.jpg,1,0.016020650044083595,MEL
733,Fll/Fll118.jpg,1,0.03940625488758087,MEL
739,New/newl047.jpg,0,0.028102530166506767,MEL
740,New/newl049.jpg,1,0.053404003381729126,MEL
741,New/newl051.jpg,0,0.010767394676804543,MEL
743,NAL/Nal002.jpg,1,0.043585050851106644,MEL
744,NAL/Nal008.jpg,1,0.012558861635625362,MEL
745,NBL/Nbl059.jpg,0,0.03090422786772251,MEL
747,NBL/Nbl063.jpg,1,0.01287180557847023,MEL
751,NGL/Ngl041.jpg,0,0.02026502601802349,MEL
752,NGL/Ngl066.jpg,0,0.0401616096496582,MEL
754,NIL/Nil064.jpg,0,0.026718299835920334,MEL
759,NLL/nll014.jpg,0,0.04967362433671951,MEL
760,NML/Nml024.jpg,1,0.015062212944030762,MEL
766,Gzl/gzl26.jpg,1,0.02240731567144394,MEL
768,Gal/Gal262.jpg,1,0.0164487361907959,MEL
774,Fll/Fll047.jpg,1,0.036849964410066605,MEL
777,FFL/FFL068.JPG,0,0.04735042527318001,MEL
778,Fll/Fll069.jpg,1,0.034430962055921555,MEL
779,Gbl/Gbl014.jpg,1,0.02317415364086628,MEL
780,Gcl/Gcl058.jpg,1,0.031009824946522713,MEL
781,Gdl/Gdl012.jpg,1,0.0350630059838295,MEL
783,Gdl/Gdl034.jpg,1,0.036918751895427704,MEL
787,Fgl/Fgl006.jpg,0,0.03851405158638954,MEL
790,Fll/Fll126.jpg,1,0.030324116349220276,MEL
792,Fll/Fll130.jpg,1,0.043089933693408966,MEL
