case_num,derm,concept_label,attribution,predicted_class
45,NFL/Nfl048.jpg,0,0.007387321442365646,NV
53,Adl/Adl325.jpg,0,0.0004101182275917381,NV
54,Ael/Ael442.jpg,0,0.024436790496110916,NV
55,Ael/Ael444.jpg,0,0.0017989729531109333,NV
56,Ael/Ael446.jpg,0,0.0031287448946386576,NV
57,Ael/Ael508.jpg,0,0.0,NV
59,Ael/Ael512.jpg,0,0.0010899571934714913,NV
60,Gzl/gzl24.jpg,0,0.025862980633974075,NV
62,Gzl/gzl42.jpg,0,0.014296021312475204,NV
65,FCL/Fcl088.jpg,0,0.006587832234799862,NV
67,Ggl/Ggl004.jpg,0,0.00580450426787138,NV
70,Fgl/Fgl090.jpg,0,0.0015210799174383283,NV
71,NDL/Ndl005.jpg,1,0.068794846534729,NV
72,NBL/Nbl076.jpg,0,0.05629302188754082,NV
74,NBL/Nbl086.jpg,0,0.04230085760354996,NV
75,NBL/Nbl095.jpg,0,0.0191207155585289,NV
76,NBL/Nbl098.jpg,1,0.04049188271164894,NV
77,NCL/Ncl004.jpg,1,0.03490535914897919,NV
79,NCL/Ncl008.jpg,0,0.022311359643936157,NV
83,NCL/Ncl022.jpg,0,0.01036834716796875,NV
86,NCL/Ncl044.jpg,0,0.04594649374485016,NV
92,NCL/Ncl063.jpg,1,0.04129781946539879,NV
97,NCL/Ncl083.jpg,1,0.048066310584545135,NV
103,NDL/Ndl021.jpg,1,0.05478185787796974,NV
104,NDL/Ndl022.jpg,1,0.0739494189620018,NV
109,NDL/Ndl033.jpg,0,0.059377700090408325,NV
112,NDL/Ndl039.jpg,1,0.04376767948269844,NV
114,NFL/Nfl032.jpg,1,0.025390421971678734,NV
117,NGL/Ngl043.jpg,1,0.05650242045521736,NV
127,NIL/Nil002.jpg,1,0.03423077613115311,NV
128,NIL/Nil006.jpg,0,0.05455557256937027,NV
131,NIL/Nil021.jpg,0,0.0003337041998747736,NV
139,NIL/Nil048.jpg,0,0.03206673264503479,NV
142,NIL/Nil056.jpg,0,0.005765194073319435,NV
145,NLL/Nll018.jpg,0,0.05465758219361305,NV
146,NLL/Nll020.jpg,1,0.045100897550582886,NV
147,NLL/nll022.jpg,1,0.01939476653933525,NV
148,NLL/nll026.jpg,1,0.06015833094716072,NV
150,NLL/nll032.jpg,1,0.03052714094519615,NV
152,NLL/Nll042.jpg,1,0.046409107744693756,NV
156,NLL/NLL067.JPG,0,0.010711689479649067,NV
161,NLL/Nll094.jpg,1,0.03530354052782059,NV
162,NLL/Nll098.jpg,1,0.06584250926971436,NV
166,NML/Nml002.jpg,1,0.05922839045524597,NV
169,NML/Nml014.jpg,0,0.030082732439041138,NV
175,Adl/Adl387.jpg,1,0.04659486934542656,NV
178,A2l/Abl112.jpg,1,0.05103939771652222,NV
179,A2l/Abl116.jpg,1,0.02915140986442566,NV
182,A2l/Abl123.jpg,0,0.042981117963790894,NV
187,A3l/Acl245.jpg,1,0.03482963517308235,NV
195,Adl/Adl375.jpg,1,0.0663847029209137,NV
196,A1l/Aal044.jpg,0,0.008083296939730644,NV
197,A1l/Aal046.jpg,1,0.029705218970775604,NV
200,A1l/Aal056.jpg,1,0.041335538029670715,NV
207,A1l/Aal090.jpg,0,0.008746901527047157,NV
208,A1l/Aal094.jpg,0,0.023022541776299477,NV
210,A1l/Aal099bis.jpg,1,0.03345537558197975,NV
213,A2l/Abl137.jpg,1,0.05319412797689438,NV
218,A3l/Acl223.jpg,1,0.0797368586063385,NV
219,A3l/Acl281.jpg,1,0.027673814445734024,NV
220,A3l/Acl283.jpg,1,0.049569278955459595,NV
225,Ael/Ael448.jpg,1,0.04903334379196167,NV
226,Ael/Ael481.jpg,1,0.04778329282999039,NV
227,Adl/Adl362.jpg,1,0.06400025635957718,NV
231,A2l/Abl145.jpg,1,0.04918597266077995,NV
232,A2l/Abl151.jpg,1,0.03913978487253189,NV
234,A2l/Abl155.jpg,0,0.008429726585745811,NV
238,A2l/Abl163.jpg,1,0.047341521829366684,NV
242,A2l/Abl171.jpg,1,0.0661538764834404,NV
244,A2l/Abl177.jpg,1,0.022102918475866318,NV
247,A2l/Abl195.jpg,1,0.0037290812470018864,NV
253,A3l/Acl241.jpg,0,0.02159871533513069,NV
254,A3l/Acl259.jpg,1,0.02991735003888607,NV
258,A1l/Aal004.jpg,1,0.07041569799184799,NV
263,Adl/Adl340.jpg,1,0.06912990659475327,NV
269,Adl/Adl371.jpg,1,0.05634132772684097,NV
270,Ael/Ael413.jpg,1,0.03546657785773277,NV
274,Ael/Ael433.jpg,1,0.01876850053668022,NV
281,Ael/Ael525.jpg,1,0.05600855126976967,NV
